2026082120260811510510100100400609773,20260821111212800110166363103692383,ACQUIRING_ORDER,03787328880035,20260811510510100100400609773,216620000011562354772,WOM SpA,16990,CLP,82,16,2026-08-21T12:15:04-04:00,16892,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166081803702651,ACQUIRING_ORDER,04787329717827,20260811510510100100400609773,216620000011562354772,WOM SpA,26602,CLP,82,16,2026-08-21T12:30:09-04:00,26504,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166354003726863,ACQUIRING_ORDER,03787329711937,20260811510510100100400609773,216620000011562354772,WOM SpA,18054,CLP,82,16,2026-08-21T12:29:08-04:00,17956,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400504776,20260821111212800110166357203724481,ACQUIRING_ORDER,04787329122491,20260811510510100100400504776,216620000011562354772,WOM SpA,15990,CLP,82,16,2026-08-21T12:19:02-04:00,15892,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166517103704275,ACQUIRING_ORDER,04787328933038,20260811510510100100400609773,216620000011562354772,WOM SpA,19990,CLP,82,16,2026-08-21T12:16:14-04:00,19892,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166961403757289,ACQUIRING_ORDER,04787329370055,20260811510510100100400609773,216620000011562354772,WOM SpA,8310,CLP,49,9,2026-08-21T12:23:22-04:00,8252,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166594703640593,ACQUIRING_ORDER,03787329364164,20260811510510100100400609773,216620000011562354772,WOM SpA,8990,CLP,49,9,2026-08-21T12:23:05-04:00,8932,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400504776,20260821111212800110166526603730966,ACQUIRING_ORDER,04787329706797,20260811510510100100400504776,216620000011562354772,WOM SpA,14550,CLP,82,16,2026-08-21T12:29:01-04:00,14452,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400504776,20260821111212800110166091103704305,ACQUIRING_ORDER,03787329408264,20260811510510100100400504776,216620000011562354772,WOM SpA,300,CLP,49,9,2026-08-21T12:24:01-04:00,242,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166824503686772,ACQUIRING_ORDER,04787328356652,20260811510510100100400609773,216620000011562354772,WOM SpA,2000,CLP,49,9,2026-08-21T12:06:45-04:00,1942,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166973303731336,ACQUIRING_ORDER,03787329221849,20260811510510100100400609773,216620000011562354772,WOM SpA,2000,CLP,49,9,2026-08-21T12:20:40-04:00,1942,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400504776,20260821111212800110166178103661512,ACQUIRING_ORDER,04787329788990,20260811510510100100400504776,216620000011562354772,WOM SpA,2000,CLP,49,9,2026-08-21T12:29:57-04:00,1942,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166454803653569,ACQUIRING_ORDER,04787329540442,20260811510510100100400609773,216620000011562354772,WOM SpA,14980,CLP,82,16,2026-08-21T12:26:25-04:00,14882,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166420703712013,ACQUIRING_ORDER,04787329539441,20260811510510100100400609773,216620000011562354772,WOM SpA,9027,CLP,49,9,2026-08-21T12:26:11-04:00,8969,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166699203731028,ACQUIRING_ORDER,04787328374695,20260811510510100100400609773,216620000011562354772,WOM SpA,7794,CLP,49,9,2026-08-21T12:07:01-04:00,7736,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166742203663802,ACQUIRING_ORDER,04787328948080,20260811510510100100400609773,216620000011562354772,WOM SpA,9528,CLP,49,9,2026-08-21T12:17:17-04:00,9470,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166249203710071,ACQUIRING_ORDER,04787329091422,20260811510510100100400609773,216620000011562354772,WOM SpA,26980,CLP,82,16,2026-08-21T12:18:46-04:00,26882,CLP,20260821,"","",CUENTA_RUT
2026082120260811510510100100400609773,20260821111212800110166953803645152,ACQUIRING_ORDER,04787329385094,20260811510510100100400609773,216620000011562354772,WOM SpA,300,CLP,49,9,2026-08-21T12:23:37-04:00,242,CLP,20260821,"","",CUENTA_RUT
